location,size(bhk),total_sqft,bath,balcony,price
Silk Board,3,1300.0,3.0,1.0,5800000.0
Hoodi,3,1545.0,3.0,1.0,6875000.0
Shampura,1,375.0,2.0,0.0,2600000.0
Vidyaranyapura,2,1062.0,2.0,3.0,3800000.0
Kada Agrahara,2,1115.0,2.0,1.0,4000000.0
JP Nagar,2,1000.0,2.0,1.0,3500000.0
Kambipura,2,883.0,2.0,1.0,4500000.0
Sarjapur  Road,2,1195.0,2.0,1.0,7000000.0
BHEL Layout,4,1200.0,3.0,1.0,16500000.0
Medahalli,1,700.0,1.0,0.0,4100000.0
Vittasandra,2,1246.0,2.0,1.0,6700000.0
8th Phase JP Nagar,4,660.0,4.0,2.0,9000000.0
Banashankari Stage III,4,8500.0,4.0,2.0,14500000.0
Kashi Nagar,4,1600.0,4.0,1.0,8000000.0
Haralur Road,4,2805.0,5.0,3.0,15400000.0
Sector 7 HSR Layout,4,3000.0,5.0,1.0,27500000.0
Hosur Road,3,1175.0,2.0,2.0,4800000.0
"Yemlur, Old Airport Road, ",3,1595.0,3.0,2.0,11500000.0
VHBCS Layout,2,1353.0,2.0,2.0,11000000.0
Electronic City,3,1599.0,3.0,2.0,12500000.0
Whitefield,2,1150.0,2.0,1.0,7000000.0
Jakkur,4,5230.0,6.0,1.0,46500000.0
KR Puram,2,1155.0,2.0,2.0,4274000.0
Ittamadu,1,1200.0,2.0,0.0,8500000.0
Electronic City Phase II,2,1000.0,2.0,1.0,2500000.0
Rajiv Nagar,3,1867.0,3.0,1.0,16000000.0
Ramagondanahalli,2,1251.0,2.0,1.0,4700000.0
Gattahalli,2,1028.0,2.0,1.0,4550000.0
Arekere,2,1222.0,2.0,2.0,4500000.0
Bannerghatta Road,3,1170.0,2.0,1.0,6600000.0
Hebbal,3,2400.0,4.0,1.0,24500000.0
Ramanjaneyanagar,3,1385.0,2.0,2.0,4848000.0
HSR Layout,2,1372.0,2.0,1.0,6800000.0
Magadi Road,3,1282.0,2.0,2.0,4900000.0
Mico Layout,9,5000.0,9.0,3.0,21000000.0
7th Block Jayanagar,5,3000.0,3.0,1.0,52800000.0
Kanakpura Road,2,1135.0,2.0,1.0,3972999.9999999995
Whitefield,3,1768.0,3.0,2.0,10100000.0
Byatarayanapura,3,1325.0,2.0,1.0,9000000.0
Electronic City,3,1599.0,3.0,2.0,9900000.0
Whitefield,3,1500.0,3.0,1.0,6195000.0
2nd Phase JP Nagar,3,2610.0,3.0,0.0,49900000.0
Uttarahalli,2,1286.0,2.0,2.0,6300000.0
Kammanahalli,5,2845.0,5.0,1.0,14000000.0
Hebbal,3,3450.0,5.0,2.0,26000000.0
Munnekollal,2,1102.0,2.0,2.0,5367000.0
Yelahanka,2,1350.0,2.0,2.0,5400000.0
Banashankari,3,1200.0,2.0,2.0,4200000.0
Hosa Road,6,1300.0,6.0,0.0,14500000.0
Herohalli,2,1800.0,1.0,1.0,8000000.0
Chikkabanavar,2,950.0,2.0,1.0,4000000.0
Kanakpura Road,1,525.0,1.0,1.0,2725000.0
Attibele,2,656.0,2.0,1.0,2500000.0
Marathahalli,4,1780.0,4.0,3.0,17500000.0
3rd Block Hrbr Layout,2,1056.0,2.0,1.0,8000000.0
Bannerghatta Road,1,595.0,1.0,1.0,3332000.0
Ittamadu,2,1080.0,2.0,2.0,5000000.0
7th Phase JP Nagar,3,2225.0,3.0,1.0,16000000.0
Bommasandra,2,1126.0,2.0,1.0,2815000.0
Electronics City Phase 1,3,1490.0,3.0,1.0,8400000.0
HRBR Layout,4,2000.0,4.0,1.0,30000000.0
Sarjapur  Road,3,1550.0,3.0,3.0,10000000.0
Ashwini layout,2,1160.0,2.0,1.0,5500000.0
Whitefield,4,4144.0,4.0,3.0,31500000.0
Sarjapur  Road,3,2100.0,3.0,2.0,12500000.0
Vittasandra,2,1404.0,2.0,1.0,6930000.0
Sarjapur  Road,4,2230.0,4.0,3.0,22500000.0
Banashankari Stage III,3,1305.0,2.0,1.0,5870000.0
Marathahalli,2,1230.0,2.0,2.0,8000000.0
T.C PALYA,2,1200.0,2.0,0.0,6500000.0
Harlur,3,1460.0,3.0,1.0,7300000.0
Gottigere,2,967.0,2.0,3.0,4500000.0
Byatarayanapura,1,540.0,1.0,1.0,3600000.0
Hormavu,1,715.0,1.0,2.0,4600000.0
Whitefield,3,2500.0,3.0,2.0,31300000.0
Dooravani Nagar,3,1578.0,3.0,1.0,18000000.0
Mysore Road,2,1020.0,2.0,1.0,4895000.0
Jigani,2,1020.0,2.0,1.0,4000000.0
Koramangala,2,1253.0,2.0,1.0,10200000.0
JCR Layout,2,1180.0,2.0,2.0,4200000.0
Nehru Nagar,2,961.0,2.0,2.0,3800000.0
Kanakapura,3,1419.0,3.0,3.0,7500000.0
Harlur,3,1709.0,3.0,2.0,15000000.0
Papareddipalya,2,1600.0,2.0,0.0,11500000.0
Venkatapura,1,416.0,1.0,1.0,1850000.0
Sanjay nagar,2,1100.0,2.0,2.0,9800000.0
HSR Layout,3,1430.0,2.0,1.0,6500000.0
Sneha Colony,2,1260.0,2.0,2.0,4500000.0
RMV Extension,3,1630.0,3.0,2.0,8500000.0
Sarjapur  Road,3,1249.0,3.0,2.0,4471000.0
Kalena Agrahara,3,1450.0,2.0,3.0,8500000.0
Konanakunte,3,2791.0,3.0,1.0,22300000.0
Hosapalya,1,600.0,1.0,0.0,9000000.0
Ashwini layout,1,834.0,1.0,1.0,6000000.0
Doddagubbi,3,1125.0,4.0,1.0,7000000.0
Arekere,3,2060.0,3.0,2.0,14000000.0
Malleshwaram,7,12000.0,7.0,3.0,220000000.0
Gottigere,2,891.0,2.0,1.0,2500000.0
Raja Rajeshwari Nagar,2,1133.0,2.0,1.0,4907000.0
Bisuvanahalli,3,1075.0,2.0,1.0,3700000.0
Sector 6 HSR Layout,4,3000.0,5.0,2.0,26000000.0
Brookefield,4,2440.0,5.0,2.0,42500000.0
Vidyaranyapura,2,1200.0,2.0,2.0,5500000.0
Thanisandra,2,1075.0,2.0,2.0,4580000.0
Kaggadasapura,2,1140.0,2.0,2.0,4000000.0
Margondanahalli,5,940.0,4.0,2.0,15000000.0
ITI Layout,6,2160.0,5.0,1.0,25000000.0
Raja Rajeshwari Nagar,2,1090.0,2.0,1.0,4200000.0
R.T. Nagar,4,1500.0,4.0,1.0,7000000.0
Whitefield,4,4104.0,4.0,2.0,36000000.0
Hebbal,3,1920.0,3.0,2.0,13400000.0
HRBR Layout,2,1374.0,2.0,2.0,9500000.0
Bannerghatta Road,3,1445.0,3.0,2.0,9500000.0
Kanakapura,1,711.0,1.0,1.0,3600000.0
Tumkur Road,3,1500.0,3.0,3.0,9500000.0
Whitefield,3,1720.0,3.0,3.0,10000000.0
Vasanthapura,3,1400.0,3.0,2.0,6000000.0
Kundalahalli,2,1030.0,2.0,2.0,4900000.0
Mysore Road,2,1200.0,2.0,1.0,8500000.0
Hosahalli,3,1375.0,3.0,2.0,7000000.0
Jalahalli,3,2250.0,3.0,2.0,16000000.0
Bellandur,2,1000.0,2.0,2.0,5000000.0
Jalahalli West,1,469.0,1.0,0.0,2500000.0
Marathahalli,4,3800.0,4.0,3.0,25000000.0
Kambipura,2,883.0,2.0,1.0,2900000.0
GM Palaya,3,1820.0,2.0,3.0,8600000.0
Singasandra,3,1440.0,2.0,3.0,6500000.0
near Ramanashree California resort,6,3600.0,4.0,1.0,16000000.0
Malleshwaram,4,2500.0,5.0,2.0,32500000.0
Mahadevpura,2,1225.0,2.0,2.0,4800000.0
"6th block banashankari 3rd stage, 100 feet ORR",3,4000.0,3.0,1.0,66000000.0
Chikkalasandra,2,875.0,2.0,3.0,5280000.0
Jalahalli East,1,750.0,1.0,2.0,4000000.0
6th Phase JP Nagar,2,1180.0,2.0,3.0,8000000.0
Haralur Road,2,1194.0,2.0,2.0,4700000.0
Hennur Road,3,1500.0,2.0,2.0,6200000.0
Poornapragna Housing Society Layout,2,1160.0,2.0,2.0,5220000.0
Hosakerehalli,3,2378.0,3.0,1.0,26200000.0
Sarjapur,2,1128.0,2.0,1.0,6000000.0
Hebbal,3,1500.0,3.0,1.0,15000000.0
Huskur,3,1220.0,2.0,1.0,3522999.9999999995
Sarjapur  Road,2,1210.0,2.0,2.0,5800000.0
Kanakpura Road,3,1100.0,2.0,1.0,5800000.0
Bommasandra,3,1200.0,3.0,2.0,4600000.0
Nagondanahalli,3,1641.0,3.0,2.0,6600000.0
Horamavu Agara,2,1200.0,2.0,1.0,4500000.0
Raja Rajeshwari Nagar,2,1260.0,2.0,1.0,6739000.0
Mahadevpura,3,1720.0,3.0,3.0,7800000.0
Yelahanka,2,1210.0,2.0,1.0,4598000.0
Indira Nagar,4,2200.0,4.0,2.0,20000000.0
Bisuvanahalli,3,1075.0,2.0,1.0,4500000.0
Thanisandra,3,1702.0,3.0,2.0,13000000.0
Shanthala Nagar,2,1630.0,2.0,2.0,20000000.0
Raja Rajeshwari Nagar,2,1141.0,2.0,2.0,3854999.9999999995
Shantiniketan Layout,3,2072.0,3.0,2.0,10800000.0
Herohalli,3,1200.0,2.0,0.0,7000000.0
Teachers Colony,3,1350.0,3.0,0.0,7700000.0
Srinivasa Nagar,3,1180.0,2.0,2.0,7834000.0
Yelahanka,3,35000.0,3.0,3.0,13000000.0
Langford Town,2,1355.0,2.0,2.0,11500000.0
Sulthangunta,1,600.0,1.0,0.0,5000000.0
Bannerghatta Road,3,1640.0,2.0,1.0,12000000.0
Byrathi Village,5,1200.0,5.0,0.0,10000000.0
Kodichikkanahalli,3,1190.0,2.0,2.0,5700000.0
OMBR Layout,4,2400.0,4.0,2.0,37500000.0
Marathahalli,2,1019.0,2.0,2.0,4985000.0
Ambedkar Colony,3,1875.0,3.0,2.0,16500000.0
Akshaya Nagar,3,1250.0,3.0,2.0,4000000.0
Brookefield,3,1200.0,3.0,2.0,14000000.0
Whitefield,2,1140.0,2.0,1.0,5600000.0
Lingadheeranahalli,3,1683.0,3.0,1.0,10900000.0
Hoodi,4,2118.0,4.0,2.0,11100000.0
Bannerghatta Road,4,1380.0,3.0,0.0,5800000.0
Varthur Road,2,1083.0,2.0,2.0,6175000.0
Anjappa Layout,2,600.0,2.0,1.0,5500000.0
Avalahalli,3,2300.0,3.0,3.0,12000000.0
Prakruthi Nagar,2,1240.0,2.0,2.0,6000000.0
Surabhi Layout,3,1750.0,3.0,1.0,12000000.0
Anjanapura,3,1500.0,3.0,1.0,13900000.0
Abbigere,2,985.0,2.0,1.0,4039000.0
Tindlu,3,1500.0,2.0,1.0,8700000.0
Electronic City,2,1125.0,2.0,1.0,3249000.0
Maruthi Sevanagar,2,950.0,2.0,1.0,4400000.0
Kothanur,3,1580.0,3.0,3.0,7600000.0
B Narayanapura,3,1092.0,2.0,1.0,9850000.0
Electronic City Phase II,2,1090.0,2.0,1.0,2834000.0
Hennur Road,3,2264.0,3.0,1.0,15900000.0
Dommasandra,3,1033.0,2.0,2.0,2553000.0
Kammasandra,2,810.0,2.0,2.0,2450000.0
Green Garden Layout,2,1045.0,2.0,0.0,4500000.0
Hebbal,2,1337.0,2.0,1.0,8200000.0
Chandapura,2,1200.0,2.0,2.0,3200000.0
Koramangala,3,1580.0,3.0,2.0,16000000.0
Begur Road,3,1500.0,2.0,3.0,5400000.0
Whitefield,3,1640.0,4.0,2.0,9100000.0
Silver Springs Layout,3,1570.0,3.0,2.0,6200000.0
Gubbalala,3,1470.0,2.0,2.0,8200000.0
Kengeri,2,1160.0,2.0,2.0,4061000.0
7th Phase JP Nagar,2,1050.0,2.0,1.0,7100000.0
Dairy Circle,3,1855.0,3.0,1.0,22500000.0
Bannerghatta Road,3,1460.0,2.0,1.0,9000000.0
Hulimavu,3,1823.0,3.0,2.0,10000000.0
Electronic City,2,1094.0,2.0,2.0,4200000.0
Budigere,2,1153.0,2.0,2.0,5700000.0
Hoysalanagar,3,1325.0,3.0,1.0,5700000.0
Parappana Agrahara,4,1200.0,3.0,2.0,8500000.0
Jakkur,3,1590.0,2.0,2.0,12500000.0
Jeevan bima nagar,5,1210.0,4.0,2.0,16000000.0
Raja Rajeshwari Nagar,4,1200.0,4.0,0.0,22000000.0
Narayana Nagar 1st Block,2,1202.0,2.0,1.0,4800000.0
Haralur Road,2,1202.0,2.0,1.0,5300000.0
KSRTC Layout,2,1200.0,2.0,3.0,6250000.0
Panathur,3,1688.0,3.0,1.0,11800000.0
Kaval Byrasandra,2,1020.0,2.0,1.0,5200000.0
Sarjapur,2,1185.0,2.0,2.0,4700000.0
Ramagondanahalli,2,1235.0,2.0,1.0,5204000.0
Hosakerehalli,4,3205.0,5.0,1.0,50000000.0
Banashankari,2,1077.0,2.0,2.0,3764000.0
Kengeri Satellite Town,3,1415.0,2.0,3.0,6600000.0
EPIP Zone,3,2330.0,3.0,2.0,16200000.0
Whitefield,2,805.0,2.0,2.0,3500000.0
P&T Colony,1,425.0,1.0,0.0,2003000.0
Whitefield,2,1155.0,2.0,3.0,5995000.0
Cunningham Road,4,5270.0,4.0,3.0,125000000.0
Anekal,2,656.0,2.0,1.0,2200000.0
New Gurappana Palya,2,1100.0,2.0,0.0,4800000.0
Mahadevpura,2,1150.0,2.0,3.0,5200000.0
Chelekare,1,600.0,1.0,1.0,6000000.0
Ambedkar Colony,2,1468.0,2.0,1.0,14000000.0
Palanahalli,4,4300.0,5.0,2.0,55000000.0
Whitefield,3,2280.0,4.0,2.0,12600000.0
Hegde Nagar,2,1341.0,2.0,1.0,9700000.0
Jakkur,2,1279.0,2.0,1.0,7700000.0
Electronic City Phase II,4,2225.0,4.0,0.0,9888000.0
Thanisandra,2,1185.0,2.0,2.0,4351000.0
Vadarpalya,3,1750.0,3.0,2.0,8500000.0
Kudlu,2,1152.0,2.0,1.0,5350000.0
Shivanagar,5,1000.0,4.0,1.0,16000000.0
Hulimavu,2,1300.0,2.0,3.0,3600000.0
Varthur Road,4,2760.0,4.0,2.0,15500000.0
5th Phase JP Nagar,2,1070.0,2.0,2.0,3900000.0
Uttarahalli,2,1101.0,2.0,0.0,4500000.0
V.V Puram,2,775.0,2.0,1.0,5500000.0
Yeshwanthpur,1,667.0,1.0,1.0,3685000.0
Electronic City,2,1070.0,2.0,1.0,5500000.0
Old Airport Road,3,1875.0,2.0,2.0,11000000.0
Kundalahalli,2,735.0,2.0,1.0,5799000.0
Sarjapur,5,4360.0,4.0,1.0,9000000.0
Koramangala,3,1750.0,3.0,2.0,13000000.0
Marathahalli,2,1215.0,2.0,1.0,6700000.0
Sector 3 HSR Layout,9,600.0,9.0,3.0,19000000.0
Vishwapriya Layout,2,820.0,2.0,1.0,3000000.0
Battarahalli,3,1779.0,3.0,2.0,8961000.0
HMT Layout,2,1105.0,2.0,2.0,5800000.0
Whitefield,3,1650.0,3.0,2.0,6000000.0
Jalahalli,2,1694.0,2.0,2.0,15000000.0
Hosakerehalli,3,2376.0,3.0,1.0,20300000.0
Cox Town,3,1975.0,3.0,3.0,15000000.0
Kammasandra,2,674.0,2.0,1.0,3300000.0
Kaggadasapura,2,1185.0,2.0,1.0,4100000.0
 Thanisandra,1,445.0,1.0,0.0,2800000.0
HSR Layout,3,1475.0,3.0,2.0,7500000.0
Gottigere,3,1618.0,3.0,3.0,8250000.0
Koramangala,2,1120.0,2.0,0.0,6500000.0
Marathahalli,4,2181.0,3.0,2.0,15200000.0
Vidyaranyapura,4,1200.0,4.0,0.0,9000000.0
Nagondanahalli,6,600.0,4.0,3.0,6500000.0
Bannerghatta Road,3,1556.0,2.0,1.0,5913000.0
Bannerghatta Road,2,1179.0,2.0,1.0,6602000.0
Thanisandra,2,1296.0,2.0,2.0,8300000.0
Kaggadasapura,2,1275.0,2.0,2.0,5200000.0
Kalasipalya,7,1875.0,2.0,2.0,30000000.0
Kathriguppe,3,1400.0,2.0,2.0,7700000.0
Gottigere,2,1222.0,2.0,1.0,6300000.0
Electronic City,2,940.0,2.0,1.0,4100000.0
Thanisandra,2,1185.0,2.0,2.0,4260000.0
Tumkur Road,3,1779.0,3.0,2.0,11200000.0
Begur Road,3,1615.0,3.0,2.0,5976000.0
Haralur Road,2,1056.0,2.0,1.0,6100000.0
7th Phase JP Nagar,2,1100.0,2.0,0.0,4600000.0
Arekere,2,920.0,2.0,1.0,4000000.0
ITI Layout,3,1602.0,2.0,0.0,7500000.0
Padmanabhanagar,2,1176.0,2.0,0.0,6200000.0
HBR Layout,4,675.0,3.0,1.0,5900000.0
Richmond Town,3,1352.0,3.0,0.0,13500000.0
Kasavanhalli,3,1717.0,3.0,3.0,9900000.0
4 Bedroom Farm House in Bagalur,4,10961.0,4.0,1.0,8000000.0
Bhoganhalli,4,2119.0,4.0,3.0,11100000.0
Vittasandra,2,1246.0,2.0,1.0,6730000.0
Anandapura,2,1141.0,2.0,1.0,4279000.0
Hennur Road,2,1157.0,2.0,1.0,8400000.0
Chandapura,2,1025.0,2.0,2.0,2768000.0
Yelahanka New Town,1,650.0,1.0,2.0,3300000.0
Hebbal,2,1349.0,2.0,1.0,9800000.0
Narayanapura,3,1566.0,3.0,1.0,8330000.0
Sahakara Nagar,4,2830.0,3.0,3.0,19500000.0
Electronic City,3,1320.0,2.0,1.0,3813000.0000000005
manyata park,3,1780.0,3.0,1.0,8483000.0
Varthur,2,1091.0,2.0,1.0,3490000.0
Rachenahalli,4,3670.0,4.0,3.0,30000000.0
7th Phase JP Nagar,2,918.0,2.0,1.0,5049000.0
Yeshwanthpur,4,1950.0,4.0,0.0,13000000.0
Panathur,3,1695.0,3.0,1.0,9000000.0
Yelahanka,3,1705.0,3.0,2.0,9500000.0
Kalyan nagar,3,1375.0,3.0,2.0,7500000.0
Kanakpura Road,1,525.0,1.0,1.0,3000000.0
Whitefield,2,1447.0,2.0,1.0,8300000.0
Thanisandra,2,1114.0,2.0,1.0,3900000.0
7th Phase JP Nagar,3,1450.0,2.0,1.0,10000000.0
Belathur,2,460.0,1.0,0.0,1500000.0
Vasanthapura,2,1022.0,2.0,2.0,4000000.0
Hebbal,2,1000.0,2.0,2.0,4500000.0
Electronic City,2,1128.0,2.0,1.0,6875000.0
Kanakpura Road,2,1180.0,2.0,2.0,5700000.0
TC Palaya,6,1000.0,6.0,1.0,6900000.0
Nagarbhavi,2,1200.0,2.0,1.0,15000000.0
Sadashiva Nagar,3,3761.0,3.0,2.0,66000000.0
Kanakpura Road,2,1339.0,2.0,3.0,7500000.0
Yelachenahalli,3,1400.0,2.0,3.0,5500000.0
7th Phase JP Nagar,2,1040.0,2.0,1.0,3952000.0000000005
Kadugodi,2,1198.0,2.0,2.0,5800000.0
Sarjapur  Road,3,1691.0,3.0,2.0,11300000.0
Bisuvanahalli,3,1075.0,3.0,2.0,3600000.0
1st Block Jayanagar,3,1630.0,3.0,2.0,19400000.0
8th Phase JP Nagar,3,1240.0,3.0,2.0,4350000.0
Mallasandra,3,1665.0,3.0,2.0,8658000.0
Brookefield,2,1142.0,2.0,2.0,7000000.0
Kodbisanhalli,3,1976.0,3.0,1.0,18400000.0
Kothannur,3,1853.0,3.0,2.0,8200000.0
Vijayanagar,8,600.0,4.0,1.0,7200000.0
Kasturi Nagar,2,1567.0,2.0,2.0,9200000.0
Talaghattapura,2,1090.0,2.0,1.0,2724000.0
Raja Rajeshwari Nagar,6,1200.0,4.0,2.0,12500000.0
Indiranagar HAL 2nd Stage,4,2400.0,4.0,1.0,64000000.0
Electronics City Phase 1,2,1175.0,2.0,2.0,5147000.0
Subramanyapura,2,1200.0,2.0,2.0,5200000.0
Kodichikkanahalli,2,995.0,2.0,1.0,4100000.0
Magadi Road,2,884.0,2.0,1.0,4110000.0
Vishwanatha Nagenahalli,5,900.0,3.0,2.0,8000000.0
Yeshwanthpur,2,1170.0,2.0,2.0,5700000.0
KR Puram,2,1225.0,2.0,1.0,4655000.0
Electronic City,2,1342.0,2.0,1.0,7330000.0
Uttarahalli,2,1345.0,2.0,1.0,6700000.0
Kodigehaali,3,1320.0,3.0,0.0,6500000.0
Raja Rajeshwari Nagar,2,1140.0,2.0,1.0,4939000.0
Battarahalli,2,1300.0,2.0,1.0,5000000.0
Hosa Road,3,1652.0,3.0,2.0,8500000.0
Thigalarapalya,3,2072.0,4.0,2.0,14200000.0
Electronic City,3,1360.0,2.0,1.0,7100000.0
Hosur Road,3,1145.0,2.0,2.0,6000000.0
Uttarahalli,3,1540.0,2.0,0.0,4000000.0
Sarjapur  Road,2,1278.0,2.0,2.0,9500000.0
Electronic City Phase II,1,630.0,1.0,1.0,4000000.0
Kanakpura Road,3,1100.0,3.0,2.0,5800000.0
Bendiganahalli,3,1200.0,3.0,0.0,9500000.0
Hosakerehalli Layout,7,2500.0,6.0,2.0,11500000.0
Chandapura,2,1015.0,2.0,2.0,2588000.0
Hosur Road,5,3300.0,5.0,2.0,24000000.0
Basaveshwara Nagar,5,4500.0,5.0,1.0,41500000.0
Gunjur,3,1356.0,2.0,3.0,6600000.0
Hennagara,2,823.0,2.0,1.0,2800000.0
TC Palaya,3,1200.0,2.0,0.0,6600000.0
Ramamurthy Nagar,2,1050.0,2.0,0.0,3700000.0
Ferrar Nagar,2,1180.0,2.0,1.0,6900000.0
Whitefield,2,1116.0,2.0,3.0,5191000.0
7th Phase JP Nagar,2,1070.0,2.0,1.0,4279000.0
Varthur,2,1385.0,2.0,3.0,8000000.0
Varthur,1,1000.0,1.0,1.0,7000000.0
Whitefield,3,1897.0,3.0,2.0,13000000.0
Magadi Road,2,1005.0,2.0,1.0,5578000.0
Green Glen Layout,3,1575.0,3.0,2.0,12500000.0
Subramanyapura,2,975.0,2.0,1.0,6500000.0
Hennur Road,3,1904.0,3.0,2.0,12000000.0
Kengeri Satellite Town,1,930.0,1.0,1.0,3000000.0
Kanakpura Road,1,525.0,1.0,1.0,2600000.0
BAGUR,1,686.0,1.0,1.0,1700000.0
Electronic City Phase II,2,2400.0,3.0,1.0,15000000.0
8th block Koramangala,2,1410.0,1.0,0.0,23300000.0
Sarjapur  Road,3,2238.0,3.0,1.0,14000000.0
Harlur,2,1174.0,2.0,1.0,6900000.0
Thubarahalli,4,3800.0,4.0,3.0,23900000.0
Whitefield,3,2225.0,2.0,1.0,12500000.0
M.G Road,2,1250.0,2.0,0.0,20000000.0
Jigani,2,918.0,2.0,2.0,5200000.0
Mahadevpura,2,1250.0,2.0,3.0,5200000.0
Marathahalli,2,1170.0,2.0,3.0,5300000.0
Byatarayanapura,1,1300.0,1.0,0.0,20000000.0
Bannerghatta Road,2,793.0,2.0,1.0,4500000.0
Jakkur,3,1710.0,3.0,2.0,10700000.0
Kambipura,3,1082.0,2.0,1.0,5750000.0
Naganathapura,2,1001.0,2.0,2.0,3303000.0
Yelahanka,3,1590.0,2.0,1.0,5400000.0
Basavanagara,3,2400.0,2.0,0.0,8000000.0
Horamavu Banaswadi,3,1554.0,3.0,2.0,5500000.0
Bellandur,5,4239.0,5.0,2.0,42300000.0
Konanakunte,2,884.0,1.0,0.0,5800000.0
Hosa Road,2,1045.0,2.0,1.0,9889000.0
Marathahalli,2,1019.0,2.0,2.0,4986000.0
Ambedkar Nagar,3,1935.0,4.0,2.0,13000000.0
Uttarahalli,3,1135.0,2.0,2.0,3972999.9999999995
Lakshminarayana Pura,3,1680.0,3.0,2.0,15000000.0
Hebbal,4,2470.0,5.0,2.0,24700000.0
1st Phase JP Nagar,4,2825.0,4.0,3.0,25000000.0
Hosakerehalli,3,2480.0,3.0,1.0,33000000.0
Ramamurthy Nagar,5,1800.0,4.0,3.0,18700000.0
Kasavanhalli,3,1799.0,3.0,3.0,9000000.0
Attibele,1,400.0,1.0,1.0,1100000.0
Kundalahalli,2,1047.0,2.0,1.0,8200000.0
Kaverappa Layout,2,1282.0,2.0,2.0,8700000.0
NGR Layout,2,1020.0,2.0,1.0,4590000.0
Kammanahalli,4,1080.0,3.0,1.0,15500000.0
Whitefield,2,1495.0,2.0,1.0,7950000.0
Kasavanhalli,4,3260.0,4.0,1.0,24000000.0
Divya Unnathi Layout,3,1611.0,2.0,2.0,6444000.0
Koramangala,4,3500.0,5.0,2.0,42500000.0
Vasantha Vallabha Nagar,3,1500.0,2.0,2.0,9500000.0
Sahakara Nagar,3,1500.0,2.0,2.0,9500000.0
Uttarahalli,3,1540.0,3.0,0.0,5000000.0
Hosa Road,3,1639.0,3.0,1.0,8000000.0
Raja Rajeshwari Nagar,2,1303.0,2.0,2.0,5579000.0
Koramangala,2,1005.0,1.0,1.0,11000000.0
Chandapura,3,1305.0,3.0,1.0,3328000.0
Kothannur,3,600.0,4.0,0.0,9500000.0
sapthagiri Layout,2,1300.0,1.0,1.0,11500000.0
Brookefield,3,1440.0,2.0,3.0,6800000.0
Seegehalli,2,901.0,2.0,1.0,3514000.0
Rajaji Nagar,3,1725.0,3.0,3.0,20000000.0
Sarjapur,3,900.0,2.0,1.0,4200000.0
BEML Layout,2,1060.0,2.0,1.0,5500000.0
NGR Layout,2,1020.0,2.0,1.0,4845000.0
Varthur,3,1535.0,3.0,2.0,6598999.999999999
Alur,1,530.0,1.0,1.0,2000000.0
Haralur Road,3,1464.0,3.0,2.0,5600000.0
Devarabisanahalli,2,1350.0,2.0,3.0,8000000.0
Sarjapur  Road,2,1115.0,2.0,2.0,5000000.0
Uttarahalli,2,1175.0,2.0,2.0,4700000.0
Whitefield,2,1113.0,2.0,1.0,6200000.0
Uttarahalli,6,1200.0,4.0,2.0,22500000.0
Ramamurthy Nagar,5,1640.0,4.0,3.0,24000000.0
Giri Nagar,2,650.0,2.0,0.0,4200000.0
Marathahalli,2,1325.0,2.0,2.0,7155000.0
Electronics City Phase 1,2,950.0,2.0,3.0,3100000.0
Jakkur,3,1396.0,2.0,1.0,8651000.0
Rachenahalli,2,1050.0,2.0,2.0,5207000.0
Thanisandra,3,1825.0,3.0,2.0,10000000.0
7th Phase JP Nagar,2,1190.0,2.0,1.0,4998000.0
Marathahalli,2,1220.0,2.0,1.0,5650000.0
NRI Layout,3,1565.0,2.0,2.0,7500000.0
Hennur Road,3,1891.0,3.0,1.0,10900000.0
Sidedahalli,2,900.0,2.0,0.0,2700000.0
Hosa Road,2,1161.0,2.0,1.0,5515000.0
Dwarka Nagar,8,2400.0,6.0,3.0,12500000.0
Rajaji Nagar,4,315.0,4.0,2.0,9000000.0
Yeshwanthpur,1,665.0,1.0,1.0,3685000.0
Mysore Road,2,1175.0,2.0,1.0,7350000.0
Hoodi,2,1425.0,2.0,2.0,8000000.0
Chikkabanavar,1,1200.0,1.0,0.0,2000000.0
ITPL,3,1200.0,3.0,1.0,5612000.0
Somasundara Palya,2,1255.0,2.0,2.0,6700000.0
Hegde Nagar,3,2112.95,4.0,2.0,14500000.0
Raja Rajeshwari Nagar,1,600.0,1.0,1.0,2200000.0
Haralur Road,3,1810.0,3.0,2.0,10000000.0
Indira Nagar,2,1200.0,2.0,2.0,9300000.0
Harlur,2,1033.0,2.0,2.0,4900000.0
ITPL,3,1548.0,3.0,2.0,8950000.0
Horamavu Banaswadi,3,1611.0,3.0,3.0,6600000.0
Electronic City Phase II,3,1400.0,2.0,1.0,4043000.0
Vidyaranyapura,3,1485.0,2.0,2.0,6700000.0
Margondanahalli,2,2400.0,2.0,1.0,8200000.0
Pattandur Agrahara,2,1025.0,2.0,1.0,4450000.0
Thurahalli,4,600.0,3.0,2.0,6500000.0
5th Phase JP Nagar,2,1256.0,2.0,1.0,6280000.0
Whitefield,4,2268.0,3.0,2.0,16300000.0
Kanakpura Road,3,1100.0,3.0,2.0,5300000.0
Vadarpalya,2,1141.0,2.0,0.0,6200000.0
Attibele,1,400.0,1.0,1.0,1200000.0
Chandapura,2,1400.0,2.0,0.0,6000000.0
Weavers Colony,1,15.0,1.0,0.0,3000000.0
Raghavendra Nagar,2,1175.0,2.0,2.0,4827000.0
